"nrhus";"nuvirdi";"teg_eign";"ibm2";"matssvaedi";"gaedi"
11327;38508,6;"ibudareign";99,8;"Gardabaer";3,516
11328;27950;"ibudareign";85,6;"Hafnarfjordur";3,139
11329;24026,6;"ibudareign";71,9;"Hafnarfjordur";2,727
11330;51946,7;"ibudareign";149,6;"Kopavogur";3,02
11331;37672,7;"ibudareign";99;"LaugarneshverfiVogar";3,206
11332;46493,2;"ibudareign";129,9;"Kopavogur";3,03
11333;66929,2;"radhus";124,5;"Kopavogur";3,7
11334;40132,3;"ibudareign";89,1;"Kopavogur";4,238
11335;38309,7;"einbylishus";81,4;"Midbaer";2,754
11336;41390,7;"ibudareign";111,3;"Mosfellsbaer";3,342
11337;54644,2;"ibudareign";119,4;"LaugarneshverfiVogar";3,985
11338;41505,1;"ibudareign";136,3;"Haaleiti";2,771
11339;24690,9;"ibudareign";78,1;"Kopavogur";2,919
11340;89856;"ibudareign";142;"Seltjarnanes";4,323
11341;45242,6;"ibudareign";118,4;"LaugarneshverfiVogar";3,348
11342;49718,5;"ibudareign";144,8;"Kopavogur";2,936
11343;44723,9;"ibudareign";116,8;"Kopavogur";3,324
11344;38229,1;"ibudareign";82,2;"Kopavogur";3,794
11345;67381,6;"ibudareign";188;"Grafarvogur";3,403
11346;37319,1;"ibudareign";105,4;"Grafarholt";3,659
11347;37830;"ibudareign";101,2;"Grafarholt";3,597
11348;32680,7;"ibudareign";100,3;"Hafnarfjordur";2,91
11349;45613,1;"ibudareign";101,6;"Kopavogur";3,927
11350;24681,8;"ibudareign";51,5;"Kopavogur";3,681
11351;39825,5;"radhus";109,3;"Gerdin";3,481
11352;41070,9;"ibudareign";79;"LaugarneshverfiVogar";4,312
11353;38318,8;"ibudareign";77,7;"Kopavogur";3,74
11354;73362,9;"ibudareign";153,8;"Kopavogur";3,854
11355;57044;"ibudareign";129,4;"LaugarneshverfiVogar";3,756
11357;17911,4;"ibudareign";37,9;"LaugarneshverfiVogar";3,729
11358;46772,7;"ibudareign";131,2;"Gerdin";3,894
11359;68595,8;"einbylishus";156;"Mosfellsbaer";3,645
11360;38350;"ibudareign";109,5;"Hafnarfjordur";2,966
11361;69998,5;"Parhus";158,8;"Kopavogur";4,27
11362;32626,1;"ibudareign";80,9;"Mosfellsbaer";3,609
11363;30907,5;"ibudareign";80,5;"LaugarneshverfiVogar";3,276
11364;45958,9;"ibudareign";107,8;"LaugarneshverfiVogar";3,834
11365;31525;"ibudareign";103,6;"Breidholt";2,48
11366;53293,5;"ibudareign";125,7;"Fossvogur";3,756
11367;25324;"ibudareign";91,1;"Breidholt";2,497
11368;25680,2;"ibudareign";81,8;"Grafarvogur";2,934
11369;38649;"radhus";109,5;"Mosfellsbaer";3,127
11370;67416,7;"einbylishus";170;"Mosfellsbaer";3,571
11371;30150,9;"ibudareign";68;"Haaleiti";3,594
11372;32195,8;"ibudareign";80,1;"Grafarvogur";3,599
11373;32221,8;"ibudareign";101,9;"Mosfellsbaer";3,042
11374;40068,6;"ibudareign";114,5;"Hafnarfjordur";3,521
11375;27950;"ibudareign";64,8;"Kopavogur";3,894
11376;28956,2;"ibudareign";78,1;"Grafarvogur";3,156
11377;55796;"ibudareign";112,4;"LaugarneshverfiVogar";4,33
11378;37664,9;"ibudareign";97,1;"LaugarneshverfiVogar";3,305
11379;29221,4;"ibudareign";67,5;"LaugarneshverfiVogar";3,833
11380;31580,9;"ibudareign";77,7;"LaugarneshverfiVogar";3,967
11381;33280;"ibudareign";108,4;"LaugarneshverfiVogar";2,555
11382;35699,3;"ibudareign";96,5;"Gardabaer";3,552
11383;68654,3;"ibudareign";147;"Hafnarfjordur";4,051
11384;42916,9;"ibudareign";77,9;"Hafnarfjordur";3,648
11385;54232,1;"ibudareign";119,5;"Kopavogur";4,251
11386;50551,8;"ibudareign";108,1;"Kopavogur";4,256
11387;51438,4;"ibudareign";110,2;"LaugarneshverfiVogar";4,196
11388;29169,4;"ibudareign";73,8;"Haaleiti";3,225
11389;38799,8;"ibudareign";87;"Grafarvogur";3,533
11390;77117,3;"ibudareign";140,5;"Kopavogur";4
11391;32445,4;"ibudareign";91,6;"Breidholt";2,954
11392;53896,7;"ibudareign";118,4;"Gardabaer";4,27
11393;24540,1;"ibudareign";61,3;"Arbaer";3,598
11394;50382,8;"ibudareign";136,2;"Mosfellsbaer";3,102
11395;37745,5;"ibudareign";92,7;"LaugarneshverfiVogar";3,375
11396;42885,7;"ibudareign";114,2;"Midbaer";2,567
11397;30976,4;"ibudareign";63,5;"Midbaer";2,875
11398;58158,1;"ibudareign";131,9;"Midbaer";2,549
11399;33654,4;"ibudareign";88,3;"Grafarvogur";3,414
11400;35345,7;"ibudareign";83,3;"Hafnarfjordur";4,16
11401;33122,7;"ibudareign";55,5;"Midbaer";3,452
11402;60711,3;"radhus";143,1;"Grafarvogur";3,809
11403;68130,4;"radhus";121,4;"Gardabaer";4,682
11404;41724,8;"ibudareign";101,7;"Hafnarfjordur";4,138
11405;49032,1;"ibudareign";102;"Kopavogur";3,988
11406;55728,4;"ibudareign";136,3;"Mosfellsbaer";3,722
11407;45357;"ibudareign";122,2;"Kopavogur";3,173
11408;52338;"ibudareign";107,7;"LaugarneshverfiVogar";4,555
11409;35880;"ibudareign";78,6;"Grafarvogur";4,124
11410;47850,4;"ibudareign";104,8;"LaugarneshverfiVogar";4,137
11411;48053,2;"ibudareign";122,1;"Grafarholt";3,971
11412;24583;"ibudareign";84,2;"Breidholt";2,437
11413;37941,8;"ibudareign";87,8;"Kopavogur";3,988
11414;20053,8;"ibudareign";79,7;"Kopavogur";2,016
11415;36289,5;"ibudareign";125,1;"Hafnarfjordur";2,968
11416;22270,3;"ibudareign";52,4;"Hafnarfjordur";3,346
11417;48067,5;"ibudareign";78,7;"Midbaer";3,708
11418;79817,4;"einbylishus";182,9;"Grafarholt";4,414
11419;42521,7;"ibudareign";111,9;"Grafarvogur";3,306
11420;83141,5;"radhus";166,6;"Seltjarnanes";4,079
11421;25825,8;"ibudareign";57,2;"Midbaer";2,956
11422;37592,1;"ibudareign";100,4;"Haaleiti";3,001
11423;45221,8;"ibudareign";90,5;"LaugarneshverfiVogar";3,858
11424;47812,7;"ibudareign";110,3;"LaugarneshverfiVogar";3,654
11425;48085,7;"ibudareign";97,5;"Kopavogur";4,27
11426;63303,5;"ibudareign";113,8;"Kopavogur";3,944
11427;31705,7;"ibudareign";82,7;"LaugarneshverfiVogar";3,509
11428;42281,2;"ibudareign";126,8;"Grafarholt";3,613
11429;25730,9;"ibudareign";40,3;"Midbaer";3,824
11430;41193,1;"ibudareign";84,4;"Kopavogur";4,357
11431;40336,4;"ibudareign";84,4;"Kopavogur";4,113
11432;37532,3;"ibudareign";90,3;"Hlidar";3,217
11433;27933,1;"ibudareign";65,3;"Grafarholt";3,86
11434;28746,9;"ibudareign";68,5;"LaugarneshverfiVogar";3,504
11435;31019,3;"ibudareign";66,8;"Kopavogur";4,163
11436;30810;"ibudareign";81,6;"Hafnarfjordur";3,185
11437;49264,8;"ibudareign";144,7;"Grafarholt";3,26
11438;92911;"radhus";166,4;"Seltjarnanes";4,688
11439;55580,2;"ibudareign";128,6;"Kopavogur";3,722
11440;46033;"ibudareign";120,5;"Kopavogur";3,313
11441;55981,9;"einbylishus";148,7;"Kopavogur";3,275
11442;27950;"ibudareign";79,8;"Kopavogur";2,869
11443;35734,4;"ibudareign";85,9;"Kopavogur";3,907
11444;43494,1;"ibudareign";80,3;"LaugarneshverfiVogar";3,881
11445;20129,2;"ibudareign";61,6;"Hafnarfjordur";3,132
11446;49506,6;"ibudareign";106,1;"Gardabaer";3,867
11447;32103,5;"ibudareign";74,9;"Hafnarfjordur";3,523
11448;28080;"ibudareign";97,4;"Kopavogur";2,662
11449;53812,2;"ibudareign";158,8;"Grafarvogur";3,322
11450;35189,7;"ibudareign";112,1;"Arbaer";2,821
11451;36345,4;"ibudareign";86,5;"Grafarholt";3,724
11452;38090;"ibudareign";97,3;"Gerdin";3,609
11453;35679,8;"ibudareign";125,1;"Hafnarfjordur";2,479
11454;29770;"ibudareign";74,2;"LaugarneshverfiVogar";3,694
11455;29708,9;"ibudareign";63,8;"Hafnarfjordur";3,999
11456;22100;"ibudareign";51,4;"Arbaer";3,35
11457;51350;"ibudareign";111,2;"Vesturbaer";3,71
11459;73188,7;"einbylishus";160,9;"Seltjarnanes";3,665
11460;36311,6;"ibudareign";82,6;"LaugarneshverfiVogar";3,932
11461;55667,3;"radhus";146,2;"Hafnarfjordur";3,726
11462;46038,2;"ibudareign";110,1;"Hafnarfjordur";3,659
11463;32546,8;"ibudareign";92,1;"Breidholt";3,051
11464;52196,3;"einbylishus";134,5;"Grafarvogur";3,285
11465;45684,6;"ibudareign";104,5;"Gerdin";4,011
11467;47334,3;"ibudareign";122,1;"Mosfellsbaer";3,25
11468;40414,4;"ibudareign";84,9;"LaugarneshverfiVogar";3,979
11469;80889,9;"radhus";181,7;"Fossvogur";3,776
11470;35319,7;"ibudareign";84,6;"Haaleiti";3,915
11471;48493,9;"ibudareign";105,6;"Seltjarnanes";3,356
11472;52650;"ibudareign";135,5;"Haaleiti";3,35
11473;33334,6;"ibudareign";67;"LaugarneshverfiVogar";3,66
11474;27548,3;"ibudareign";69;"Hafnarfjordur";3,822
11475;47203;"ibudareign";111,3;"Hafnarfjordur";3,99
11476;39613,6;"ibudareign";94,4;"Hafnarfjordur";3,443
11477;49504;"ibudareign";98,3;"Gardabaer";4,5
11478;52624;"ibudareign";113,7;"Kopavogur";3,754
11479;44980;"ibudareign";109,2;"Kopavogur";4,031
11480;36177,7;"ibudareign";86,9;"Haaleiti";3,674
11481;47401,9;"ibudareign";132,9;"Hafnarfjordur";3,467
11482;40030,9;"ibudareign";82,3;"Hafnarfjordur";3,92
11484;33540;"ibudareign";118,9;"Kopavogur";2,236
11486;22739,6;"ibudareign";62,4;"Hafnarfjordur";3,574
11487;37009,7;"ibudareign";114,2;"LaugarneshverfiVogar";2,8
11488;38299,3;"ibudareign";89;"Hlidar";3,515
11490;35699,3;"ibudareign";80,6;"Fossvogur";3,508
11491;51555,4;"ibudareign";120;"Gerdin";3,668
11492;37589,5;"ibudareign";70,4;"Vesturbaer";4,226
11493;54510,3;"radhus";118,6;"Mosfellsbaer";3,901
11494;68429,4;"radhus";148,8;"Grafarvogur";3,798
11495;60178,3;"radhus";141,3;"Grafarvogur";3,81
11496;54385,5;"ibudareign";113,8;"LaugarneshverfiVogar";4,015
11497;39201,5;"ibudareign";87,5;"Arbaer";3,72
11498;33670;"ibudareign";96,7;"Arbaer";3,093
11499;68012,1;"radhus";175,2;"Seltjarnanes";2,97
11500;37874,2;"ibudareign";101,7;"Grafarholt";3,842
11501;33736,3;"ibudareign";68,1;"Midbaer";3,397
11502;30030;"ibudareign";52,5;"Seltjarnanes";4,296
11503;62241,4;"Parhus";142,3;"Grafarvogur";4,211
11504;98062,9;"einbylishus";264;"Gerdin";3,595
11505;49030,8;"ibudareign";91,2;"Midbaer";3,174
11506;34135,4;"ibudareign";91,8;"Grafarvogur";3,669
11507;49922,6;"radhus";120,5;"Grafarvogur";3,755
11508;44762,9;"ibudareign";111,7;"LaugarneshverfiVogar";3,887
11509;55200,6;"ibudareign";121,9;"Fossvogur";3,631
11510;58509,1;"einbylishus";199,3;"Breidholt";2,463
11511;35561,5;"ibudareign";73,5;"Hlidar";3,461
11512;28710,5;"ibudareign";63,3;"Hafnarfjordur";3,408
11513;25114,7;"ibudareign";66,1;"Hafnarfjordur";3,582
11514;29486,6;"ibudareign";59,4;"LaugarneshverfiVogar";4,141
11515;33790,9;"ibudareign";93,2;"Grafarvogur";3,116
11516;57935,8;"ibudareign";116,9;"Midbaer";3,057
11517;61643,4;"ibudareign";105,5;"Midbaer";3,867
11518;45061,9;"ibudareign";99,6;"Gerdin";4,131
11519;28719,6;"ibudareign";63,2;"Hafnarfjordur";3,624
11520;30611,1;"ibudareign";80,2;"Hafnarfjordur";3,581
11521;31109;"ibudareign";78,3;"Breidholt";2,925
11522;20783,1;"ibudareign";60,3;"Breidholt";2,588
11523;27300;"ibudareign";65,5;"Midbaer";2,452
11524;51322,7;"ibudareign";144,9;"LaugarneshverfiVogar";3,328
11525;35904,7;"ibudareign";103,7;"LaugarneshverfiVogar";3,287
11526;44440,5;"ibudareign";167,4;"Breidholt";2,037
11527;43378,4;"ibudareign";76,2;"Seltjarnanes";4,484
11528;72935,2;"ibudareign";152,2;"Midbaer";2,713
11529;36367,5;"ibudareign";73,8;"LaugarneshverfiVogar";3,663
11530;35947,6;"ibudareign";86;"Gerdin";3,8
11531;36647;"ibudareign";102,7;"Hafnarfjordur";3,156
11532;27686,1;"ibudareign";72,1;"Kopavogur";3,562
11533;45968;"ibudareign";131,8;"Kopavogur";3,014
11534;51060,1;"ibudareign";119,5;"Kopavogur";3,647
11535;40036,1;"ibudareign";81,6;"Fossvogur";4,183
11536;45370;"ibudareign";106;"Grafarholt";3,727
11537;25681,5;"ibudareign";59;"Haaleiti";3,733
11538;40654,9;"ibudareign";108,4;"Grafarholt";3,552
11539;32932,9;"ibudareign";74;"Grafarholt";3,682
11540;48488,7;"ibudareign";111,4;"Gardabaer";4,146
11541;26354,9;"ibudareign";56,5;"Gerdin";4,011
11542;80808;"ibudareign";121,5;"Midbaer";4,119
11543;52000;"ibudareign";112,2;"Kopavogur";4,259
11544;45500;"ibudareign";126,3;"Kopavogur";2,972
11545;49216,7;"einbylishus";116,6;"Hafnarfjordur";3,521
11546;46745,4;"ibudareign";99;"Gerdin";4,195
11548;72953,4;"einbylishus";165,9;"Gardabaer";3,85
11549;54047,5;"ibudareign";82,2;"Gardabaer";4,626
11550;36114;"ibudareign";73,9;"Kopavogur";3,666
11551;31456,1;"ibudareign";66,3;"Kopavogur";3,744
11552;46224,1;"ibudareign";105,4;"Kopavogur";3,802
11553;63462,1;"Parhus";150,3;"Kopavogur";3,818
11554;41752,1;"ibudareign";104,2;"Kopavogur";3,493
11555;49736,7;"ibudareign";129,9;"Kopavogur";3,64
11556;21791,9;"ibudareign";44,9;"Kopavogur";4,016
11557;49034,7;"ibudareign";102;"Kopavogur";4,073
11558;41519,4;"ibudareign";127,3;"Kopavogur";2,774
11559;47248,5;"ibudareign";128,2;"Kopavogur";3,452
11560;45696,3;"ibudareign";127,1;"Kopavogur";2,815
11561;31349,5;"ibudareign";73,7;"Kopavogur";4,062
11562;35750;"ibudareign";87;"Kopavogur";3,709
11563;38444,9;"ibudareign";95,1;"Kopavogur";3,517
11564;68580,2;"radhus";156,7;"Kopavogur";3,723
11565;79942,2;"einbylishus";164,5;"Seltjarnanes";3,658
11567;57422,3;"ibudareign";133,7;"Seltjarnanes";3,373
11568;38468,3;"ibudareign";71,1;"Midbaer";3,423
11569;27600,3;"ibudareign";62,1;"Breidholt";2,95
11570;39738,4;"ibudareign";64;"Midbaer";4,087
11571;39000;"ibudareign";90,5;"Mosfellsbaer";4,029
11572;39217,1;"ibudareign";90,5;"Mosfellsbaer";4,085
11573;30550;"ibudareign";63,9;"LaugarneshverfiVogar";4,103
11574;29680,3;"ibudareign";69,6;"Arbaer";3,251
11575;55170,7;"radhus";164,3;"Breidholt";2,515
11576;53111,5;"ibudareign";123,3;"Hlidar";3,756
11577;32620,9;"ibudareign";102;"Breidholt";2,664
11578;23400;"ibudareign";80,9;"Gerdin";3,138
11579;25593,1;"ibudareign";48;"Midbaer";3,511
11580;34327,8;"ibudareign";82,3;"Gerdin";3,639
11581;27349,4;"ibudareign";90,4;"Hafnarfjordur";2,508
11582;46664,8;"ibudareign";106,7;"Kopavogur";3,659
11583;48324,9;"ibudareign";122,8;"Hlidar";3,299
11584;69741,1;"ibudareign";195,7;"Kopavogur";3,176
11585;34013,2;"ibudareign";63;"Kopavogur";3,918
11586;49641,8;"ibudareign";140,1;"Kopavogur";3,342
11587;42224;"ibudareign";95,8;"Kopavogur";3,803
11588;68217,5;"einbylishus";205,4;"Gerdin";4,144
11589;54600;"ibudareign";84,3;"Midbaer";3,703
11590;50700;"ibudareign";89,2;"Midbaer";3,749
11591;39205,4;"ibudareign";81,9;"LaugarneshverfiVogar";3,945
11592;35612,2;"ibudareign";67,8;"Midbaer";3,612
11593;29195,4;"ibudareign";67,8;"Midbaer";2,906
11594;41600;"ibudareign";111,2;"LaugarneshverfiVogar";3,503
11595;34378,5;"ibudareign";93,2;"LaugarneshverfiVogar";3,561
11596;34160,1;"ibudareign";71,4;"Hlidar";3,617
11597;48100;"ibudareign";105,1;"Gerdin";4,074
11598;30620,2;"ibudareign";67,4;"Mosfellsbaer";3,977
11599;24429,6;"ibudareign";59,9;"Breidholt";2,782
11600;38610;"ibudareign";113,9;"LaugarneshverfiVogar";2,947
11601;61647,3;"einbylishus";121,6;"Hafnarfjordur";3,998
11602;21710;"ibudareign";44,9;"Kopavogur";3,78
11603;57985,2;"ibudareign";121,5;"Kopavogur";4,079
11604;35998,3;"ibudareign";118,4;"Kopavogur";2,424
11605;32191,9;"ibudareign";70,8;"Kopavogur";4,062
11606;52998,4;"ibudareign";84,6;"Midbaer";4,289
11607;43457,7;"ibudareign";106,9;"Kopavogur";3,633
11608;50454,3;"ibudareign";117,4;"Kopavogur";3,758
11609;31005;"ibudareign";73,2;"Kopavogur";3,466
11610;67744,3;"ibudareign";136,8;"Grafarholt";4,229
11611;53653,6;"Parhus";159,1;"Hafnarfjordur";3,351
11612;31200;"ibudareign";85,9;"Kopavogur";3,388
11613;30303;"ibudareign";77,5;"Kopavogur";3,254
11614;46524,4;"ibudareign";114,8;"Kopavogur";3,467
11615;73933,6;"radhus";166,9;"Kopavogur";4,058
11616;60010,6;"ibudareign";175,6;"Kopavogur";2,782
11617;43605,9;"ibudareign";101,6;"Kopavogur";3,802
11620;35718,8;"ibudareign";109,1;"Breidholt";2,835
11621;39770,9;"ibudareign";84,8;"Grafarvogur";3,584
11622;28017,6;"ibudareign";70,5;"LaugarneshverfiVogar";3,294
11623;36025,6;"ibudareign";90,8;"LaugarneshverfiVogar";3,588
11624;22478,3;"ibudareign";58,7;"Hafnarfjordur";3,278
11625;61851,4;"radhus";159,3;"Hafnarfjordur";3,731
11626;38338,3;"ibudareign";101,4;"Hafnarfjordur";3,643
11627;26637;"ibudareign";59;"Haaleiti";4,032
11628;36823,8;"ibudareign";74,7;"LaugarneshverfiVogar";4,528
11629;65877,5;"radhus";212,5;"LaugarneshverfiVogar";2,543
11630;32760;"ibudareign";96,1;"LaugarneshverfiVogar";2,986
11631;37430,9;"ibudareign";85,3;"LaugarneshverfiVogar";3,991
11632;27372,8;"ibudareign";62,5;"Breidholt";3,288
11633;29875,3;"ibudareign";56,8;"Midbaer";3,343
11634;42307,2;"ibudareign";104,1;"Hafnarfjordur";3,846
11635;85122,7;"einbylishus";202,3;"Mosfellsbaer";3,816
11636;43455,1;"ibudareign";85,3;"Gerdin";3,947
11637;64350;"radhus";146,1;"Grafarvogur";3,655
11638;80857,4;"ibudareign";127,6;"Midbaer";4,142
11639;22815;"ibudareign";54,9;"Haaleiti";3,817
11640;37774,1;"ibudareign";84,8;"LaugarneshverfiVogar";4,187
11641;75390,9;"ibudareign";125,4;"Gerdin";3,737
11642;29900;"ibudareign";43,3;"Midbaer";4,015
11643;37944,4;"ibudareign";73,1;"Kopavogur";4,147
11644;21414,9;"ibudareign";36,2;"Kopavogur";4,122
11645;21396,7;"ibudareign";35,1;"Midbaer";3,841
11646;35350,9;"ibudareign";84,2;"Gerdin";3,977
11647;64400,7;"einbylishus";135,6;"Grafarvogur";4,006
11648;37202,1;"ibudareign";87;"Grafarvogur";3,858
11649;45500;"ibudareign";86,8;"Hlidar";3,972
11650;19110;"ibudareign";59,1;"LaugarneshverfiVogar";3,084
11651;35965,8;"radhus";94;"Mosfellsbaer";3,569
11652;46027,8;"ibudareign";105,9;"Mosfellsbaer";4,14
11653;81559,4;"einbylishus";179;"Mosfellsbaer";3,629
11654;79769,3;"einbylishus";274,4;"Breidholt";2,392
11655;23260,9;"ibudareign";51,1;"Arbaer";3,149
11656;24481,6;"ibudareign";45,5;"LaugarneshverfiVogar";3,794
11657;57688,8;"radhus";135,5;"Grafarvogur";3,912
11658;32267,3;"ibudareign";57,5;"Gerdin";4,147
11659;27783,6;"ibudareign";108,5;"Hafnarfjordur";2,519
11660;37254,1;"ibudareign";92,8;"Kopavogur";3,799
11661;25669,8;"ibudareign";79,7;"Arbaer";2,479
11662;37757,2;"ibudareign";105,5;"Grafarvogur";3,415
11664;36215,4;"ibudareign";102,5;"Haaleiti";2,905
11665;30706;"ibudareign";74,1;"LaugarneshverfiVogar";3,802
11666;54615,6;"ibudareign";91,1;"Midbaer";4,237
11668;26650;"ibudareign";78,9;"Arbaer";2,988
11669;49207,6;"einbylishus";100,7;"LaugarneshverfiVogar";4,102
11670;27258,4;"ibudareign";50,5;"Fossvogur";4,026
11671;49331,1;"ibudareign";102,7;"LaugarneshverfiVogar";3,807
11672;46250,1;"ibudareign";122,5;"Grafarvogur";3,473
11673;35018,1;"ibudareign";95,5;"Gerdin";3,684
11674;51621,7;"ibudareign";120,7;"Kopavogur";3,595
11675;29204,5;"ibudareign";75,6;"Grafarvogur";3,988
11676;45912,1;"ibudareign";88,7;"Vesturbaer";4,184
11677;17522,7;"ibudareign";46,3;"LaugarneshverfiVogar";3,362
11678;88669,1;"einbylishus";248;"Gardabaer";3,328
11679;81896,1;"ibudareign";120,2;"Gardabaer";4,063
11680;70965,7;"ibudareign";195,6;"Kopavogur";3,385
11681;33122,7;"ibudareign";73,1;"Kopavogur";3,937
11682;28900,3;"ibudareign";71,1;"Kopavogur";3,588
11683;27160,9;"ibudareign";56,8;"Kopavogur";3,693
11684;32323,2;"ibudareign";69,7;"Breidholt";3,115
11685;76807,9;"ibudareign";121,9;"Midbaer";4,372
11686;35100;"ibudareign";101,3;"Grafarholt";3,269
11687;92836,9;"einbylishus";229,7;"Kopavogur";3,475
11688;30503,2;"ibudareign";53,3;"Fossvogur";4,363
11689;19494,8;"ibudareign";51,4;"Hafnarfjordur";3,116
11690;31172,7;"ibudareign";75;"Hafnarfjordur";3,787
11691;39520;"ibudareign";96,2;"Fossvogur";3,884
11692;52071,5;"ibudarhus";82;"Midbaer";3,641
11693;45141,2;"ibudareign";107,6;"Hlidar";3,545
11694;31950,1;"ibudareign";89,5;"LaugarneshverfiVogar";3,31
11695;31869,5;"ibudareign";63,6;"Kopavogur";3,69
11696;44259,8;"ibudareign";118,1;"Kopavogur";3,233
11697;46059;"ibudareign";86,2;"Fossvogur";4,35
11698;34531,9;"ibudareign";82,5;"Grafarvogur";3,782
11699;57820,1;"radhus";189,2;"Breidholt";2,355
11700;36749,7;"ibudareign";87,5;"Arbaer";3,368
11701;89310;"einbylishus";178,1;"Midbaer";3,214
11702;31514,6;"ibudareign";107,1;"Kopavogur";2,352
11703;35536,8;"ibudareign";70;"Breidholt";2,851
11704;40289,6;"ibudareign";111,6;"Hafnarfjordur";3,56
11705;32494,8;"ibudareign";64,9;"Hlidar";3,755
11706;36745,8;"ibudareign";94,2;"Mosfellsbaer";3,741
11707;23652,2;"ibudareign";63,7;"Midbaer";2,501
11708;36363,6;"ibudareign";92,8;"Hafnarfjordur";3,683
11709;62904,4;"ibudareign";135,5;"Haaleiti";4,017
11711;66531,4;"radhus";127,3;"Kopavogur";4,285
11712;26676;"ibudareign";62,9;"Grafarholt";3,983
11713;28849,6;"ibudareign";45,4;"LaugarneshverfiVogar";3,972
11714;45930,3;"ibudareign";110,4;"Kopavogur";3,42
11715;42594,5;"ibudareign";99,5;"Kopavogur";4,076
11716;42958,5;"ibudareign";59,2;"Midbaer";4,242
11717;35460,1;"ibudareign";91,6;"Grafarvogur";3,89
11718;27262,3;"ibudareign";56,1;"Kopavogur";3,716
11719;37577,8;"ibudareign";105,1;"Kopavogur";3,216
11720;41572,7;"ibudareign";108,4;"Kopavogur";3,532
11721;58955;"einbylishus";181,8;"Breidholt";2,778
11722;31005;"ibudareign";96,8;"Breidholt";2,612
11723;36134,8;"ibudareign";72,1;"Kopavogur";4,308
11724;37484,2;"ibudareign";86,2;"Midbaer";2,512
11725;32468,8;"ibudareign";78,9;"Grafarvogur";4,171
11726;22750;"ibudareign";48,1;"LaugarneshverfiVogar";3,687
11727;42120;"ibudareign";149,5;"Hafnarfjordur";2,412
11728;76087,7;"einbylishus";174,7;"Hafnarfjordur";3,544
11729;46477,6;"ibudareign";97,6;"Hafnarfjordur";3,568
11730;30431,7;"ibudareign";114;"Hafnarfjordur";2,467
11731;26643,5;"ibudareign";52,7;"Hlidar";3,835
11732;31540,6;"ibudareign";87,2;"Kopavogur";2,897
11733;97280,3;"ibudarhus";124,4;"Midbaer";3,793
11735;51396,8;"ibudareign";123,9;"Hafnarfjordur";3,736
11736;50213,8;"ibudareign";157,8;"Hafnarfjordur";2,641
11737;35555;"ibudareign";107,2;"Hafnarfjordur";3,342
11738;73100,3;"Parhus";173,6;"Gerdin";3,929
11739;30518,8;"ibudareign";94,8;"Mosfellsbaer";2,843
11740;35722,7;"ibudareign";88,4;"LaugarneshverfiVogar";3,575
11741;35046,7;"ibudareign";69,2;"Seltjarnanes";4,227
11742;44536,7;"ibudareign";118,3;"Grafarvogur";3,322
11743;39241,8;"ibudareign";92,9;"Kopavogur";3,813
11744;22880;"ibudareign";57,9;"Gerdin";3,84
11745;37674;"ibudareign";98,9;"Haaleiti";3,151
11746;44163,6;"ibudareign";68,5;"Midbaer";4,164
11747;49363,6;"ibudareign";73,9;"Midbaer";4,309
11748;33017,4;"ibudareign";82,8;"Gerdin";3,71
11749;43722,9;"ibudareign";107,6;"Gerdin";3,558
11750;46683;"ibudareign";103;"Hlidar";3,659
11751;43672,2;"ibudareign";95,1;"Kopavogur";4,001
11752;51001,6;"ibudareign";116,4;"Kopavogur";3,928
11753;84932,9;"radhus";219,5;"Gardabaer";3,333
11754;29758,3;"ibudareign";68,8;"LaugarneshverfiVogar";4,108
11755;76767,6;"ibudareign";120,2;"Gardabaer";4,169
11756;38324;"ibudareign";85,6;"Kopavogur";4,297
11757;35742,2;"ibudareign";83,2;"Grafarvogur";4,058
11758;65885,3;"ibudareign";156,3;"Midbaer";2,931
11759;37551,8;"ibudareign";101,7;"Grafarholt";3,724
11760;69214,6;"einbylishus";223,2;"Kopavogur";2,747
11761;67766,4;"ibudareign";100;"Midbaer";3,808
11762;35009;"ibudareign";73,8;"Kopavogur";3,837
11763;28590,9;"ibudareign";60,1;"Grafarvogur";3,657
11764;50042,2;"ibudareign";138,7;"Hafnarfjordur";3,042
11765;32476,6;"ibudareign";70;"Fossvogur";4,24
11766;34573,5;"ibudareign";95,2;"Grafarvogur";3,692
11767;50154;"ibudareign";120,7;"Hafnarfjordur";3,873
11768;58136;"ibudareign";156,9;"Hafnarfjordur";3,324
11769;31146,7;"ibudareign";75;"Hafnarfjordur";4,001
11770;25797,2;"ibudareign";76,3;"Hafnarfjordur";3,13
11771;26607,1;"ibudareign";60;"Midbaer";2,773
11772;32272,5;"ibudareign";52,4;"Midbaer";3,586
11773;60507,2;"radhus";241,1;"Breidholt";1,999
11774;32500;"ibudareign";82,1;"Hlidar";3,204
11775;35100;"ibudarhus";101,8;"LaugarneshverfiVogar";3,029
11776;35848,8;"ibudareign";110,6;"Hafnarfjordur";2,868
11777;35447,1;"ibudareign";84;"Mosfellsbaer";3,48
11778;24692,2;"ibudareign";61;"Hafnarfjordur";3,918
11779;47694,4;"ibudareign";108,5;"Hafnarfjordur";3,682
11780;52533;"ibudareign";125;"Gardabaer";3,984
11781;42959,8;"ibudareign";113;"Grafarvogur";3,271
11782;31778,5;"ibudareign";67,2;"LaugarneshverfiVogar";4,284
11783;64143,3;"einbylishus";168,2;"Gardabaer";3,535
